PLOT,Accession,LOC,Year,REP,Block,Design,Trial,Settweight,NPH,Vigor,AUDPC_YMV,rAUDPC_YMV,AUDPC_YAD,rAUDPC_YAD,Yield per plot (kg),TTNPL,TTWPL,Yield_udj,YIELD,ATW,DMC,Oxint180Minutes,OXBI
1204,TDr1741039,Ikenne,2020,1,1,Partial replicated,TFE,,14,3,195,0.01625,165,0.01375,7.05,1.14,0.50,3.53,5.04,0.44,,0,
1205,TDr1741014,Ikenne,2020,1,1,Partial replicated,TFE,,12,3,225,0.01875,165,0.01375,3.03,0.92,0.25,1.68,2.53,0.28,,0,
1206,TDr1741030,Ikenne,2020,1,1,Partial replicated,TFE,,13,3,210,0.0175,150,0.0125,2.17,1.54,0.17,1.45,1.67,0.11,,0,
1207,TDr1741065,Ikenne,2020,1,1,Partial replicated,TFE,,14,3,225,0.01875,180,0.015,2.96,1.14,0.21,2.11,2.11,0.19,,1,
1208,TDr1741073,Ikenne,2020,1,1,Partial replicated,TFE,,6,3,195,0.01625,135,0.01125,2.17,1.33,0.36,1.67,3.62,0.27,,0,
1209,TDr1741021,Ikenne,2020,1,1,Partial replicated,TFE,,10,3,195,0.01625,135,0.01125,4.62,1.20,0.46,4.62,4.62,0.39,,1,
1210,TDr1741004,Ikenne,2020,1,1,Partial replicated,TFE,,5,2,210,0.0175,135,0.01125,1.09,1.20,0.22,0.91,2.18,0.18,,0,
1211,TDr1741007,Ikenne,2020,1,1,Partial replicated,TFE,,10,3,240,0.02,180,0.015,2.86,1.00,0.29,2.38,2.86,0.29,,1,
1212,TDr1741079,Ikenne,2020,1,1,Partial replicated,TFE,,9,3,195,0.01625,165,0.01375,2.75,1.22,0.31,2.50,3.06,0.25,,0,
1213,TDr1741095,Ikenne,2020,1,1,Partial replicated,TFE,,5,3,210,0.0175,165,0.01375,1.42,1.00,0.28,2.37,2.84,0.28,,,
1214,TDr1741022,Ikenne,2020,1,1,Partial replicated,TFE,,11,3,210,0.0175,135,0.01125,4.23,1.27,0.38,3.53,3.85,0.30,,0,
1215,TDr1741072,Ikenne,2020,1,1,Partial replicated,TFE,,4,2,210,0.0175,150,0.0125,0.31,1.00,0.08,0.31,0.78,0.08,,,
1216,TDr1741076,Ikenne,2020,1,1,Partial replicated,TFE,,7,2,195,0.01625,135,0.01125,0.67,1.29,0.10,0.67,0.96,0.07,,,
1217,TDr1741050,Ikenne,2020,1,1,Partial replicated,TFE,,4,3,225,0.01875,165,0.01375,1.12,1.00,0.28,1.40,2.80,0.28,,1,
1218,TDr1741059,Ikenne,2020,1,1,Partial replicated,TFE,,7,3,225,0.01875,150,0.0125,1.46,1.43,0.21,1.46,2.09,0.15,,,
1219,TDr1741040,Ikenne,2020,1,1,Partial replicated,TFE,,8,3,195,0.01625,135,0.01125,5.01,1.75,0.63,5.01,6.26,0.36,,0,
1220,TDr1741057,Ikenne,2020,1,1,Partial replicated,TFE,,2,1,180,0.015,120,0.01,0.05,2.00,0.03,0.07,0.25,0.01,,,
1221,TDr1741013,Ikenne,2020,1,1,Partial replicated,TFE,,7,3,165,0.01375,135,0.01125,3.23,1.00,0.46,4.04,4.61,0.46,,1,
1222,TDr1741024,Ikenne,2020,1,1,Partial replicated,TFE,,5,3,225,0.01875,165,0.01375,1.59,2.40,0.32,1.77,3.18,0.13,,1,
1223,TDr1741051,Ikenne,2020,1,1,Partial replicated,TFE,,7,3,165,0.01375,135,0.01125,3.61,1.00,0.52,5.16,5.16,0.52,,0,
1224,TDr1741056,Ikenne,2020,1,1,Partial replicated,TFE,,7,3,210,0.0175,150,0.0125,1.12,1.29,0.16,1.40,1.60,0.12,,1,
1225,TDr1741023,Ikenne,2020,1,1,Partial replicated,TFE,,6,3,225,0.01875,165,0.01375,1,0.83,0.17,1.43,1.67,0.20,,0,
1226,TDr1741035,Ikenne,2020,1,1,Partial replicated,TFE,,6,3,225,0.01875,165,0.01375,2.25,1.17,0.38,3.21,3.75,0.32,,1,
1227,TDr1741012,Ikenne,2020,1,1,Partial replicated,TFE,,3,3,195,0.01625,165,0.01375,0.59,1.00,0.20,0.59,1.97,0.20,,,
1228,TDr1741074,Ikenne,2020,1,1,Partial replicated,TFE,,8,3,225,0.01875,150,0.0125,2.265,0.88,0.28,2.52,2.83,0.32,,0,
1229,TDr1741042,Ikenne,2020,1,1,Partial replicated,TFE,,5,3,195,0.01625,135,0.01125,1.125,1.40,0.23,1.88,2.25,0.16,,0,
1230,TDr1741070,Ikenne,2020,1,1,Partial replicated,TFE,,6,3,225,0.01875,165,0.01375,1.06,0.83,0.18,1.33,1.77,0.21,,0,
1231,TDr1741088,Ikenne,2020,1,1,Partial replicated,TFE,,4,2,240,0.02,165,0.01375,0.53,1.00,0.13,1.06,1.33,0.13,,,
1232,TDr1741020,Ikenne,2020,1,1,Partial replicated,TFE,,3,2,195,0.01625,150,0.0125,0.705,1.67,0.24,1.01,2.35,0.14,,,
1233,TDr1741001,Ikenne,2020,1,1,Partial replicated,TFE,,3,2,165,0.01375,135,0.01125,1.325,1.00,0.44,3.31,4.42,0.44,,,
1234,TDr1741044,Ikenne,2020,1,1,Partial replicated,TFE,,7,3,225,0.01875,180,0.015,2.935,1.43,0.42,4.19,4.19,0.29,,0,
1235,TDr1741066,Ikenne,2020,1,1,Partial replicated,TFE,,5,2,165,0.01375,165,0.01375,1.095,1.00,0.22,1.83,2.19,0.22,,0,
1236,TDr1741085,Ikenne,2020,1,1,Partial replicated,TFE,,6,3,225,0.01875,180,0.015,4.275,1.17,0.71,6.11,7.13,0.61,,0,
1237,TDr1741006,Ikenne,2020,1,1,Partial replicated,TFE,,5,3,195,0.01625,165,0.01375,2.385,1.80,0.48,3.41,4.77,0.27,,0,
1238,TDr1741043,Ikenne,2020,1,1,Partial replicated,TFE,,5,3,225,0.01875,150,0.0125,0.86,1.40,0.17,1.72,1.72,0.12,,0,
1239,TDr1741060,Ikenne,2020,1,1,Partial replicated,TFE,,4,2,255,0.02125,150,0.0125,1.49,1.25,0.37,2.98,3.73,0.30,,0,
1240,TDr1741100,Ikenne,2020,1,1,Partial replicated,TFE,,4,3,195,0.01625,135,0.01125,1.745,1.50,0.44,3.49,4.36,0.29,,0,
1241,TDr1741086,Ikenne,2020,1,1,Partial replicated,TFE,,5,3,195,0.01625,150,0.0125,1.625,1.00,0.33,3.25,3.25,0.33,,0,
1242,TDr1741016,Ikenne,2020,1,1,Partial replicated,TFE,,4,2,225,0.01875,165,0.01375,1.25,1.00,0.31,2.08,3.13,0.31,,0,
1243,TDr1741047,Ikenne,2020,1,1,Partial replicated,TFE,,1,1,120,0.01,,,0.05,1.00,0.05,0.25,0.50,0.05,,,
1244,TDr1741089,Ikenne,2020,1,1,Partial replicated,TFE,,1,1,195,0.01625,165,0.01375,0.22,2.00,0.22,1.10,2.20,0.11,,,
2001,TDr1738096,Ikenne,2020,2,2,Partial replicated,TFE,,5,2,165,0.01375,150,0.0125,1.545,1.20,0.31,1.29,3.09,0.26,,1,
2002,TDr1738094,Ikenne,2020,2,2,Partial replicated,TFE,,8,2,165,0.01375,135,0.01125,0.73,0.75,0.09,0.56,0.91,0.12,,,
2003,TDr1738053,Ikenne,2020,2,2,Partial replicated,TFE,,1,2,195,0.01625,165,0.01375,0.245,2.00,0.25,0.41,2.45,0.12,,,
2004,TDr1738093,Ikenne,2020,2,2,Partial replicated,TFE,,3,2,165,0.01375,150,0.0125,1.085,1.67,0.36,1.55,3.62,0.22,,,
2005,TDr1738046,Ikenne,2020,2,2,Partial replicated,TFE,,3,2,225,0.01875,165,0.01375,0.425,1.33,0.14,1.06,1.42,0.11,,,
2006,TDr1738082,Ikenne,2020,2,2,Partial replicated,TFE,,6,2,195,0.01625,165,0.01375,1.14,0.83,0.19,1.63,1.90,0.23,,,
2007,TDr1738013,Ikenne,2020,2,2,Partial replicated,TFE,,5,2,225,0.01875,150,0.0125,1.405,1.00,0.28,2.81,2.81,0.28,,,
2008,TDr1738090,Ikenne,2020,2,2,Partial replicated,TFE,,1,3,150,0.0125,120,0.01,0.705,1.00,0.71,1.76,7.05,0.71,,,
2009,TDr1738023,Ikenne,2020,2,2,Partial replicated,TFE,,6,3,165,0.01375,150,0.0125,2.7,1.50,0.45,3.38,4.50,0.30,,0,
2010,TDr1738071,Ikenne,2020,2,2,Partial replicated,TFE,,3,2,195,0.01625,165,0.01375,1.62,1.00,0.54,3.24,5.40,0.54,,,
2011,TDr1738072,Ikenne,2020,2,2,Partial replicated,TFE,,4,2,165,0.01375,150,0.0125,0.77,1.00,0.19,1.54,1.93,0.19,,,
2013,TDr1738064,Ikenne,2020,2,2,Partial replicated,TFE,,4,3,165,0.01375,135,0.01125,1.5,1.00,0.38,2.14,3.75,0.38,,1,
2014,TDr1738026,Ikenne,2020,2,2,Partial replicated,TFE,,2,2,225,0.01875,150,0.0125,0.625,3.00,0.31,1.25,3.13,0.10,,,
2016,TDr1738076,Ikenne,2020,2,2,Partial replicated,TFE,,2,2,165,0.01375,105,0.00875,0.308,1.50,0.15,0.39,1.54,0.10,,,
2017,TDr1738079,Ikenne,2020,2,2,Partial replicated,TFE,,6,3,195,0.01625,165,0.01375,1.305,0.83,0.22,4.35,2.18,0.26,,0,
2018,TDr1738054,Ikenne,2020,2,2,Partial replicated,TFE,,2,3,195,0.01625,150,0.0125,0.86,1.00,0.43,1.43,4.30,0.43,,,
2019,TDr1738034,Ikenne,2020,2,2,Partial replicated,TFE,,1,2,195,0.01625,150,0.0125,0.23,1.00,0.23,0.38,2.30,0.23,,,
2020,TDr1738038,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2021,TDr1738006,Ikenne,2020,2,2,Partial replicated,TFE,,1,3,165,0.01375,135,0.01125,0.67,1.00,0.67,3.35,6.70,0.67,,,
2022,TDr1738003,Ikenne,2020,2,2,Partial replicated,TFE,,2,3,195,0.01625,150,0.0125,2.475,2.00,1.24,24.75,12.38,0.62,,0,
2023,TDr1738021,Ikenne,2020,2,2,Partial replicated,TFE,,2,3,195,0.01625,165,0.01375,0.885,2.00,0.44,8.85,4.43,0.22,,1,
2024,TDr1738051,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2025,TDr1738056,Ikenne,2020,2,2,Partial replicated,TFE,,3,2,195,0.01625,150,0.0125,0.755,1.00,0.25,1.51,2.52,0.25,,,
2026,TDr1738018,Ikenne,2020,2,2,Partial replicated,TFE,,6,3,195,0.01625,150,0.0125,4.83,1.33,0.81,8.05,8.05,0.60,,0,
2027,TDr1738059,Ikenne,2020,2,2,Partial replicated,TFE,,4,3,195,0.01625,150,0.0125,1.15,1.00,0.29,3.83,2.88,0.29,,0,
2028,TDr1738074,Ikenne,2020,2,2,Partial replicated,TFE,,3,3,195,0.01625,150,0.0125,1.7,1.00,0.57,2.83,5.67,0.57,,,
2029,TDr1738037,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2030,TDr1738030,Ikenne,2020,2,2,Partial replicated,TFE,,6,3,195,0.01625,150,0.0125,4.91,1.17,0.82,9.82,8.18,0.70,,0,
2031,TDr1738065,Ikenne,2020,2,2,Partial replicated,TFE,,3,2,195,0.01625,165,0.01375,1.665,1.67,0.56,5.55,5.55,0.33,,,
2032,TDr1738088,Ikenne,2020,2,2,Partial replicated,TFE,,1,1,195,0.01625,165,0.01375,0.23,1.00,0.23,0.29,2.30,0.23,,,
2033,TDr1738031,Ikenne,2020,2,2,Partial replicated,TFE,,,1,195,0.01625,120,0.01,,,,,,,,,
2034,TDr1738048,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2035,TDr1738066,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2036,TDr1738019,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2037,TDr1738044,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2038,TDr1738073,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2039,TDr1738017,Ikenne,2020,2,2,Partial replicated,TFE,,2,3,165,0.01375,180,0.015,0.58,1.00,0.29,2.90,2.90,0.29,,,
2040,TDr1738062,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2041,TDr1738085,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2051,TDr1739049,Ikenne,2020,2,2,Partial replicated,TFE,,11,3,225,0.01875,165,0.01375,4.12,1.09,0.37,3.75,3.75,0.34,,0,
2052,TDr1739054,Ikenne,2020,2,2,Partial replicated,TFE,,6,3,165,0.01375,165,0.01375,4.115,1.17,0.69,6.86,6.86,0.59,,1,
2053,TDr1739048,Ikenne,2020,2,2,Partial replicated,TFE,,7,3,180,0.015,165,0.01375,2.475,1.43,0.35,2.25,3.54,0.25,,0,
2054,TDr1739025,Ikenne,2020,2,2,Partial replicated,TFE,,9,3,135,0.01125,135,0.01125,5.59,1.11,0.62,6.99,6.21,0.56,,0,
2055,TDr1739089,Ikenne,2020,2,2,Partial replicated,TFE,,4,3,195,0.01625,150,0.0125,2.075,1.00,0.52,3.46,5.19,0.52,,1,
2056,TDr1739053,Ikenne,2020,2,2,Partial replicated,TFE,,,1,120,0.01,,,,,,,,,,,
2057,TDr1739033,Ikenne,2020,2,2,Partial replicated,TFE,,8,3,225,0.01875,150,0.0125,2.475,1.25,0.31,6.19,3.09,0.25,,0,
2058,TDr1739023,Ikenne,2020,2,2,Partial replicated,TFE,,9,3,195,0.01625,135,0.01125,4.8,1.89,0.53,24.00,5.33,0.28,,0,
2059,TDr1739079,Ikenne,2020,2,2,Partial replicated,TFE,,5,3,195,0.01625,135,0.01125,2.465,1.20,0.49,2.24,4.93,0.41,,1,
2060,TDr1739064,Ikenne,2020,2,2,Partial replicated,TFE,,7,3,165,0.01375,135,0.01125,5.105,1.86,0.73,3.93,7.29,0.39,,0,
2061,TDr1739060,Ikenne,2020,2,2,Partial replicated,TFE,,7,3,135,0.01125,135,0.01125,4.045,1.14,0.58,5.78,5.78,0.51,,0,
2062,TDr1739087,Ikenne,2020,2,2,Partial replicated,TFE,,4,3,195,0.01625,150,0.0125,1.415,1.00,0.35,1.42,3.54,0.35,,,
2063,TDr1739071,Ikenne,2020,2,2,Partial replicated,TFE,,5,3,225,0.01875,150,0.0125,2.765,1.40,0.55,3.95,5.53,0.40,,1,
2064,TDr1739084,Ikenne,2020,2,2,Partial replicated,TFE,,5,3,225,0.01875,150,0.0125,2.515,1.20,0.50,3.59,5.03,0.42,,0,
2065,TDr173908,Ikenne,2020,2,2,Partial replicated,TFE,,2,3,195,0.01625,135,0.01125,1.69,1.50,0.85,3.38,8.45,0.56,,,
2066,TDr1739046,Ikenne,2020,2,2,Partial replicated,TFE,,3,3,165,0.01375,135,0.01125,2.23,1.33,0.74,3.72,7.43,0.56,,0,
2067,TDr1739018,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2068,TDr1739043,Ikenne,2020,2,2,Partial replicated,TFE,,3,3,225,0.01875,165,0.01375,2.175,2.33,0.73,4.35,7.25,0.31,,1,
2069,TDr1739029,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2070,TDr1739045,Ikenne,2020,2,2,Partial replicated,TFE,,3,3,225,0.01875,150,0.0125,1.685,1.00,0.56,3.37,5.62,0.56,,0,
2071,TDr1739047,Ikenne,2020,2,2,Partial replicated,TFE,,2,2,195,0.01625,150,0.0125,0.745,1.00,0.37,3.73,3.73,0.37,,,
2072,TDr1739057,Ikenne,2020,2,2,Partial replicated,TFE,,4,3,195,0.01625,150,0.0125,3.17,1.00,0.79,10.57,7.93,0.79,,1,
2073,TDr1739011,Ikenne,2020,2,2,Partial replicated,TFE,,2,2,135,0.01125,135,0.01125,1.04,1.00,0.52,5.20,5.20,0.52,,,
2074,TDr1739055,Ikenne,2020,2,2,Partial replicated,TFE,,,1,165,0.01375,,,,,,,,,,,
2075,TDr1739019,Ikenne,2020,2,2,Partial replicated,TFE,,4,3,165,0.01375,150,0.0125,2,1.50,0.50,10.00,5.00,0.33,,0,
2076,TDr1739063,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2077,TDr1739094,Ikenne,2020,2,2,Partial replicated,TFE,,2,2,195,0.01625,165,0.01375,0.365,1.00,0.18,0.73,1.83,0.18,,,
2079,TDr1739078,Ikenne,2020,2,2,Partial replicated,TFE,,3,3,195,0.01625,135,0.01125,1.235,2.00,0.41,4.12,4.12,0.21,,,
2080,TDr1739086,Ikenne,2020,2,2,Partial replicated,TFE,,2,2,195,0.01625,135,0.01125,0.705,1.00,0.35,3.53,3.53,0.35,,,
2081,TDr1739099,Ikenne,2020,2,2,Partial replicated,TFE,,2,2,120,0.01,,,0.375,1.00,0.19,1.88,1.88,0.19,,,
2082,TDr1739016,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2083,TDr1739017,Ikenne,2020,2,2,Partial replicated,TFE,,1,2,225,0.01875,150,0.0125,0.27,1.00,0.27,0.90,2.70,0.27,,,
2084,TDr1739030,Ikenne,2020,2,2,Partial replicated,TFE,,3,3,195,0.01625,165,0.01375,2.055,2.67,0.69,10.28,6.85,0.26,,0,
2085,TDr1739058,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2086,TDr1739095,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2087,TDr1739096,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2088,TDr1739059,Ikenne,2020,2,2,Partial replicated,TFE,,3,3,165,0.01375,165,0.01375,1.76,1.00,0.59,5.87,5.87,0.59,,1,
2089,TDr1739065,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2090,TDr1739050,Ikenne,2020,2,2,Partial replicated,TFE,,1,2,180,0.015,120,0.01,0.525,1.00,0.53,5.25,5.25,0.53,,,
2091,TDr1739051,Ikenne,2020,2,2,Partial replicated,TFE,,,1,165,0.01375,135,0.01125,,,,,,,,,
2097,TDr1739098,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2101,TDr1719014,Ikenne,2020,2,2,Partial replicated,TFE,,6,2,135,0.01125,105,0.00875,1.745,1.00,0.29,17.45,2.91,0.29,,0,
2102,TDr1719023,Ikenne,2020,2,2,Partial replicated,TFE,,3,2,225,0.01875,150,0.0125,0.56,1.67,0.19,5.60,1.87,0.11,,,
2103,TDr1719034,Ikenne,2020,2,2,Partial replicated,TFE,,1,2,195,0.01625,165,0.01375,0.175,1.00,0.18,0.25,1.75,0.18,,,
2104,TDr1719064,Ikenne,2020,2,2,Partial replicated,TFE,,3,3,135,0.01125,135,0.01125,1.44,1.00,0.48,1.31,4.80,0.48,,,
2105,TDr1719078,Ikenne,2020,2,2,Partial replicated,TFE,,3,2,135,0.01125,105,0.00875,1.195,1.00,0.40,5.98,3.98,0.40,,,
2106,TDr1719095,Ikenne,2020,2,2,Partial replicated,TFE,,2,2,135,0.01125,135,0.01125,0.345,1.00,0.17,0.58,1.73,0.17,,,
2107,TDr1719019,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2108,TDr1719017,Ikenne,2020,2,2,Partial replicated,TFE,,5,3,165,0.01375,165,0.01375,1.61,1.60,0.32,8.05,3.22,0.20,,0,
2109,TDr1719059,Ikenne,2020,2,2,Partial replicated,TFE,,7,3,195,0.01625,135,0.01125,3.56,1.00,0.51,5.09,5.09,0.51,,0,
2110,TDr1719025,Ikenne,2020,2,2,Partial replicated,TFE,,1,1,165,0.01375,165,0.01375,0.025,1.00,0.03,0.03,0.25,0.03,,,
2111,TDr1719040,Ikenne,2020,2,2,Partial replicated,TFE,,2,2,135,0.01125,165,0.01375,0.785,1.00,0.39,0.87,3.93,0.39,,,
2112,TDr1719077,Ikenne,2020,2,2,Partial replicated,TFE,,7,3,150,0.0125,150,0.0125,1.57,1.14,0.22,7.85,2.24,0.20,,0,
2113,TDr1719029,Ikenne,2020,2,2,Partial replicated,TFE,,5,2,165,0.01375,120,0.01,3.08,1.20,0.62,6.16,6.16,0.51,,0,
2114,TDr1719085,Ikenne,2020,2,2,Partial replicated,TFE,,2,2,135,0.01125,105,0.00875,0.39,1.50,0.20,0.43,1.95,0.13,,,
2115,TDr1719026,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2116,TDr1719020,Ikenne,2020,2,2,Partial replicated,TFE,,2,3,165,0.01375,165,0.01375,1.23,2.00,0.62,3.08,6.15,0.31,,0,
2117,TDr1719028,Ikenne,2020,2,2,Partial replicated,TFE,,3,2,165,0.01375,135,0.01125,0.63,1.33,0.21,2.10,2.10,0.16,,,
2118,TDr1719049,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2119,TDr1719073,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2120,TDr1719079,Ikenne,2020,2,2,Partial replicated,TFE,,3,3,150,0.0125,150,0.0125,0.995,1.00,0.33,3.32,3.32,0.33,,,
2121,TDr1719042,Ikenne,2020,2,2,Partial replicated,TFE,,1,2,195,0.01625,150,0.0125,0.165,2.00,0.17,1.65,1.65,0.08,,,
2122,TDr1719069,Ikenne,2020,2,2,Partial replicated,TFE,,4,3,135,0.01125,135,0.01125,3.13,2.25,0.78,7.83,7.83,0.35,,0,
2123,TDr1719027,Ikenne,2020,2,2,Partial replicated,TFE,,1,3,180,0.015,135,0.01125,0.355,2.00,0.36,1.78,3.55,0.18,,,
2124,TDr1719045,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2125,TDr1719067,Ikenne,2020,2,2,Partial replicated,TFE,,3,3,165,0.01375,165,0.01375,2.55,1.33,0.85,8.50,8.50,0.64,,0,
2126,TDr1719091,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2127,TDr1719021,Ikenne,2020,2,2,Partial replicated,TFE,,5,2,195,0.01625,165,0.01375,1.15,1.00,0.23,2.88,2.30,0.23,,,
2128,TDr1719037,Ikenne,2020,2,2,Partial replicated,TFE,,1,3,135,0.01125,,,0.655,1.00,0.66,6.55,6.55,0.66,,,
2130,TDr1719055,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2131,TDr1719065,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2133,TDr1719088,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2135,TDr1719010,Ikenne,2020,2,2,Partial replicated,TFE,,1,1,165,0.01375,135,0.01125,0.315,1.00,0.32,1.05,3.15,0.32,,,
2136,TDr1719039,Ikenne,2020,2,2,Partial replicated,TFE,,1,3,,,,,,,,,,,,,
2137,TDr1719006,Ikenne,2020,2,2,Partial replicated,TFE,,3,3,150,0.0125,120,0.01,1.665,1.33,0.56,5.55,5.55,0.42,,0,
2138,TDr1719015,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2140,TDr1719033,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2141,TDr1719063,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2142,TDr1719090,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2143,TDr1719001,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2144,TDr1719011,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2147,TDr1719056,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2148,TDr1719057,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2149,TDr1719062,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2151,TDr1716090,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2152,TDr1716040,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2153,TDr1716076,Ikenne,2020,2,2,Partial replicated,TFE,,1,1,135,0.01125,,,0.02,1.00,0.02,0.20,0.20,0.02,,,
2154,TDr1716098,Ikenne,2020,2,2,Partial replicated,TFE,,1,3,135,0.01125,105,0.00875,0.75,1.00,0.75,3.75,7.50,0.75,,,
2155,TDr1716041,Ikenne,2020,2,2,Partial replicated,TFE,,2,2,135,0.01125,135,0.01125,0.51,1.00,0.26,1.70,2.55,0.26,,,
2156,TDr1716061,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2157,TDr1716010,Ikenne,2020,2,2,Partial replicated,TFE,,4,2,135,0.01125,135,0.01125,0.7,0.75,0.18,7.00,1.75,0.23,,,
2158,TDr1716069,Ikenne,2020,2,2,Partial replicated,TFE,,,1,,,,,,,,,,,,,
2159,TDr1716070,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2160,TDr1716035,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2161,TDr1716060,Ikenne,2020,2,2,Partial replicated,TFE,,1,2,120,0.01,120,0.01,0.165,1.00,0.17,1.65,1.65,0.17,,,
2162,TDr1716020,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2163,TDr1716031,Ikenne,2020,2,2,Partial replicated,TFE,,3,2,165,0.01375,135,0.01125,0.465,1.67,0.16,1.55,1.55,0.09,,,
2164,TDr1716063,Ikenne,2020,2,2,Partial replicated,TFE,,4,1,195,0.01625,135,0.01125,0.085,0.50,0.02,0.28,0.21,0.04,,,
2165,TDr1716072,Ikenne,2020,2,2,Partial replicated,TFE,,2,1,165,0.01375,105,0.00875,0.05,0.50,0.03,0.13,0.25,0.05,,,
2166,TDr1716093,Ikenne,2020,2,2,Partial replicated,TFE,,3,3,180,0.015,120,0.01,1.205,1.33,0.40,6.03,4.02,0.30,,0,
2169,TDr1716075,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2201,TDr1741083,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2202,TDr1741031,Ikenne,2020,2,2,Partial replicated,TFE,,5,3,135,0.01125,135,0.01125,1.18,2.00,0.24,2.36,2.36,0.12,,,
2203,TDr1741071,Ikenne,2020,2,2,Partial replicated,TFE,,,1,165,0.01375,135,0.01125,,,,,,,,,
2204,TDr1741039,Ikenne,2020,2,2,Partial replicated,TFE,,1,1,135,0.01125,105,0.00875,0.11,1.00,0.11,1.10,1.10,0.11,,,
2205,TDr1741014,Ikenne,2020,2,2,Partial replicated,TFE,,2,3,135,0.01125,135,0.01125,0.88,1.00,0.44,1.10,4.40,0.44,,,
2206,TDr1741030,Ikenne,2020,2,2,Partial replicated,TFE,,1,2,135,0.01125,135,0.01125,0.11,2.00,0.11,1.10,1.10,0.06,,,
2207,TDr1741065,Ikenne,2020,2,2,Partial replicated,TFE,,3,3,135,0.01125,135,0.01125,1.9,2.00,0.63,19.00,6.33,0.32,,0,
2208,TDr1741073,Ikenne,2020,2,2,Partial replicated,TFE,,,,,,,,,,,,,,,,
2209,TDr1741021,Ikenne,2020,2,2,Partial replicated,TFE,,1,1,135,0.01125,135,0.01125,0.065,1.00,0.07,0.16,0.65,0.07,,,
2210,TDr1741004,Ikenne,2020,2,2,Partial replicated,TFE,,2,2,120,0.01,135,0.01125,0.345,1.00,0.17,0.49,1.73,0.17,,,
2211,TDr1741007,Ikenne,2020,2,2,Partial replicated,TFE,,,1,120,0.01,120,0.01,,,,,,,,,
